chromosome	position
7	173828685
7	173827859
7	173889218
8	117572654
1	276111527
1	276204067
9	28610772
9	28612381
9	124578816
9	124561792
10	125970841
10	86416656
10	86514145
10	86514146
1	34595381
3	31100986
3	31100859
2	208852263
2	208848861
6	60187444
5	170415957
1	273307365
3	166998396
5	9376974
5	9473494
2	4834367
2	4891427
2	4892815
2	4891246
2	4839270
7	19497972
2	4891970
9	12720118
9	12580099
6	142084227
3	178554043
7	19486529
3	178537710
3	178606584
10	75811679
10	75810736
10	75810355
10	75812479
6	55649814
5	160756771
1	210100153
5	160756698
5	160758058
1	193869239
9	105428453
7	19494741
1	224243953
7	19583761
7	23958804
7	23950752
7	23955895
7	23960276
6	33247550
6	33192007
9	105064711
6	131991597
3	17034047
1	206858877
1	206859509
1	287715991
1	287718983
1	287716087
1	287595266
1	287718234
1	287715592
1	287713729
1	287718306
1	287722174
1	287718333
1	287718705
1	287718624
1	213152142
1	213098622
4	172522983
3	13314920
3	13462180
3	13315061
1	79417520
3	13314842
3	13312308
3	13312517
3	13312272
3	13464285
1	79443647
3	13314737
5	177677624
1	79444497
4	199712123
3	138642785
5	141168244
5	141168475
5	141251696
9	95455327
1	47135598
1	47135501
1	47135487
1	47133059
1	47133040
1	79441827
3	171899389
3	171894961
3	171894976
2	214149303
8	11501032
8	11535196
6	8675836
6	8675835
1	46861470
1	46857879
2	199896110
8	67722188
5	9905022
3	115753895
6	68208371
8	94437948
6	68201705
6	68201676
7	28764069
4	220092624
4	219994707
4	220091274
8	94436967
4	220086621
4	219993873
1	190189367
6	2591199
5	175055334
2	46160057
2	46157668
2	46158259
2	46155696
2	228808900
2	46157941
2	46157956
2	46158969
2	46157749
2	46157799
1	56983112
1	56983568
1	56893588
10	72981756
10	73129327
10	72982183
10	72980094
7	4795874
7	4703507
7	4703474
2	10777079
2	10781955
4	63825919
2	10776598
2	10782867
2	10782840
2	149164250
2	149187421
2	149187355
6	151456675
6	151455373
6	151483755
6	151453171
10	73282425
10	73282714
2	177649376
7	23538010
7	23534931
7	23534964
7	5553349
1	218097429
1	218097347
7	5525021
5	87413819
5	87419175
5	87415551
5	68427392
5	68427549
5	68427474
5	68428066
5	68402566
5	68401263
5	68428508
7	5612713
5	68398790
5	68397350
5	68426862
5	68426889
7	5525020
5	6358369
6	158207452
6	158225752
7	5552508
6	158091597
6	158091099
1	105228953
1	105151407
1	105151576
1	105151578
7	15075690
1	162268385
7	5612721
10	71462478
10	71463532
4	60811063
4	60812088
3	222045814
3	222029725
2	7274924
2	7266841
6	112812721
6	112812040
5	71853484
10	141478162
10	141375429
10	141375524
2	10381987
2	10387697
2	10386100
9	135897300
9	135855353
3	199104395
3	199026080
3	199026113
3	10676150
6	131358442
3	10686057
1	277850401
6	135316422
7	144821800
7	144755088
7	144755490
7	144760852
6	115552386
7	133606720
7	133530294
7	133530808
7	133530779
5	10091198
4	204343009
4	235403614
4	204349864
2	94751825
10	77334800
5	190748078
5	190745956
5	190748444
9	136572960
9	136577124
9	136583562
1	63891595
5	199770032
5	199787447
5	199768598
2	210078563
4	192219130
7	132808320
1	293997409
1	293932416
2	115066456
4	235396233
8	23082056
8	23081945
6	123606365
10	128025527
10	127994814
10	127972793
5	157463014
5	157497190
5	157448229
5	157496959
5	157463411
6	161863765
1	41536874
1	41535834
9	77323537
1	162408409
3	11632501
3	11534876
3	11535220
4	34554924
3	146438330
3	146374847
3	146374850
8	19120665
4	112818242
4	112818466
2	42619694
9	10012176
2	42620330
9	87565118
2	42620607
7	146767857
7	146767859
2	42620108
1	41277586
1	72112397
5	57433545
4	198116787
4	198132002
4	198131913
9	14019535
6	109832406
9	14019118
9	14017374
3	145476120
9	27984237
9	27950971
9	28004762
9	28005749
9	28007920
9	27983862
9	28003753
9	27983496
10	143663216
1	212981878
1	212978084
1	212985651
1	212978168
7	121254457
7	121318095
7	121256229
7	121316500
7	121316278
3	230393919
4	182296918
1	62141297
6	165962334
6	165962626
6	165941397
6	165943896
6	165945057
6	165941925
6	165962410
6	165945129
6	165962405
1	19693208
1	19693428
1	115183931
1	115183169
1	115183085
3	86902257
3	178984632
9	33712847
9	33712769
1	205562153
1	174365776
1	174314241
1	174314228
1	293628626
7	124149820
7	124217583
7	124215225
1	162271296
7	124217465
7	124214964
7	124215580
2	51280924
2	51280136
8	131516951
1	214842448
1	214886763
1	214888308
1	214886203
1	214846566
1	214846320
1	214845466
7	93085055
10	113924468
1	194732519
1	194660260
1	194732333
1	194734485
4	186947607
1	197386809
1	197387204
1	197387149
1	197269767
3	200760239
3	142735846
2	26135377
2	26135122
8	6023323
4	238744412
8	6023374
4	238745058
5	172475278
5	172477144
5	172475369
5	172475447
1	239609488
1	239609138
1	239609554
2	20205866
2	20205707
7	104884344
5	8460075
5	212311782
5	212319875
5	212312000
1	43420728
8	141523290
1	164555519
6	142451707
1	201872641
8	140461081
1	286845938
1	286849641
1	286987962
1	286850157
1	286850143
1	286851312
1	286991061
1	286991058
8	140460935
1	2796496
1	2693676
1	2785043
1	2784009
1	2784234
1	296904553
1	296992523
1	296891436
1	296891527
1	296904268
1	296899103
1	299125086
1	299125003
1	299122439
1	299197430
3	166019348
3	166033152
2	152211994
3	135090599
3	37671924
3	37671900
1	264855966
2	229996082
7	163348781
3	221183724
5	211300493
4	217098063
2	230520837
2	230520732
2	230609642
2	230520457
2	230618979
2	230520647
2	230522272
9	149016319
9	149011123
5	15731384
5	37924699
5	211281947
2	178382681
3	189654245
3	135171396
9	7958802
9	8037657
9	8039883
9	8039868
9	7959809
5	69433934
5	74408688
4	237390885
4	237321034
4	237391893
4	237390630
4	237391487
1	252142959
3	179516566
3	179515933
3	179515960
5	66833180
1	202300159
1	202303299
6	58447000
1	202300043
2	203900418
2	203900206
6	58446718
2	40419927
2	40420387
2	40411823
2	40418520
4	74595843
4	74596027
4	74595778
4	74595207
3	2445393
3	2445009
3	2446145
3	2446125
2	171067787
2	171067791
1	246819841
1	246816461
1	265450376
1	265450632
7	109150033
7	109149980
6	168820091
9	119428510
1	252143257
9	121937877
7	92726474
1	38546082
8	100398439
4	144840365
4	144839442
4	144840050
4	144840823
4	144840830
4	239370683
4	239370397
4	239370924
1	85989110
1	217314560
1	217212143
3	141693276
3	141691491
5	64251060
2	28702725
5	1319442
2	28662949
6	5871000
6	5871679
8	15105878
7	4078893
7	4079010
7	4078710
7	4078751
1	252143784
2	28702213
3	218191148
3	218195343
1	220506467
2	28647752
1	220519579
10	142920500
10	142928823
10	142921592
2	28703513
10	142921798
7	9708272
7	9709489
8	106272372
8	106271779
8	106276234
10	130230862
9	127647488
9	127647864
2	52318107
2	28663063
7	165539386
10	14643752
10	14645503
10	118831676
6	34220037
6	34220853
7	8928767
2	158613606
7	8928650
1	65659657
1	65659527
1	65659871
1	65660022
1	65621300
2	158613480
1	65619753
1	65621114
1	65621170
6	157771445
6	157738469
1	257949849
2	158613683
6	157820235
6	157738228
9	138896319
9	138886702
9	138886737
9	138889043
9	43243217
7	151082116
8	1371873
6	97105968
6	97095679
1	20992770
3	219400454
3	219472711
10	141078749
10	141078891
10	141078356
10	141078848
3	46176192
1	295451120
3	46178588
8	16917256
3	111842810
8	28160793
1	295450734
8	28163810
8	28163212
8	28163209
3	185970642
3	185973487
3	185932093
2	1813808
2	1818052
2	1820566
2	1823492
2	1823786
1	295490136
2	1780080
2	1838430
2	1817044
2	1816639
2	1816589
2	1774988
1	295443308
6	167512283
6	167515574
10	6402832
8	116423166
8	116424589
6	158688588
6	158659006
6	158660312
6	158653233
6	158653186
6	158660219
6	158658793
8	161766769
8	161622293
8	161756413
10	132254896
10	132098299
10	132239102
10	132090894
1	236231739
6	95320108
6	95319841
4	170409277
4	170409613
4	41839551
4	41957827
1	223163049
1	21839990
3	224631614
3	224623611
3	224677780
3	224630521
3	224687714
3	224629900
1	21983736
6	165305650
6	165304647
6	165306474
6	165288675
1	21985134
6	165247443
6	165301431
6	165301476
7	31732900
7	31771032
1	208112987
10	82101976
8	40153498
8	40157241
9	115493350
9	115495654
9	115500281
9	115496508
9	115496441
9	115497764
9	115497770
10	144145995
10	144138856
10	144146591
10	144142317
7	30163457
7	30163789
7	40326473
10	10197641
10	10195957
5	211716520
1	285782936
5	211708477
4	155228317
1	285775590
4	155228961
2	2622332
4	34802724
1	285776536
4	34801222
8	171704659
8	171704877
1	285782998
8	165543751
8	165594937
8	165541674
8	75642171
2	192785667
1	49131074
10	4693470
10	4649550
10	4682877
10	4646156
10	4666194
1	35925422
10	4665616
10	4693594
10	4693640
9	88003598
9	87999747
2	18811474
7	8050302
7	8049707
7	8063359
7	8058228
2	18814655
7	8058438
7	8057496
7	8057494
4	22329724
4	22329707
6	66028548
6	66106739
2	18814785
2	11949884
7	173281418
7	173280698
7	173280770
7	173282545
7	173251613
7	173281553
7	173252505
7	173281693
7	173281815
7	173269916
6	103857861
4	160111359
4	160112265
10	88396859
10	88397683
10	88397694
2	174103200
4	218846053
4	218840687
9	121587239
9	121602328
6	147717158
6	147733299
6	147717038
6	147722629
6	147718327
6	147689562
6	147690966
4	158146519
1	33321536
4	158143692
4	158143445
4	158195904
3	123265762
2	213387221
2	213400891
2	213413141
2	213402921
2	213386612
4	140009014
4	139983558
4	139983302
2	9363389
2	9359094
2	9445001
2	9444144
2	9444031
7	5137454
7	5124983
7	5129597
7	5099431
7	5096083
7	5128708
7	5127062
7	5148424
7	5134287
3	210140762
7	5136052
7	5137030
7	5095978
7	5099651
7	5095600
6	150687124
6	150666224
6	150660289
6	150666636
6	150686982
6	150686054
6	150667306
6	150686981
6	150685172
6	150686081
10	134717915
10	134657708
10	134659207
10	134656527
10	134654046
6	7159349
6	138943762
6	138931054
6	138935368
6	138935386
3	229382907
3	229309354
3	229260903
3	229382265
3	229309180
3	229241840
4	39328760
4	39327424
4	39327831
4	159565283
4	39327884
4	18913264
4	18912642
4	18912646
6	168182638
4	159565430
6	168181751
8	172979767
8	173077597
4	217522596
8	173064840
8	173006653
8	172949588
8	173006480
8	173006473
8	172951167
8	172951191
8	172977268
8	172977248
10	82208738
10	82205915
10	82208945
10	82334762
10	82335038
7	7269562
7	7258869
1	71795509
8	26745927
3	206150302
3	206186438
1	194491140
6	129880730
7	1141702
7	1144531
1	257939876
5	4321966
7	1141765
7	1192899
7	1192473
7	1143975
7	1143966
7	1145946
7	21144586
7	21151167
6	135782168
6	135782380
6	135782244
4	45262948
3	88709541
3	88708921
3	88708481
5	4258137
10	115149664
1	15780946
1	15779696
1	15775455
1	15783835
1	15781931
1	15785176
1	15775277
9	143543783
5	4335202
9	143543392
9	143543551
5	4218967
1	238821699
8	170878986
4	170915243
9	114551532
9	114551862
5	4278609
7	152255027
7	152255629
7	152353683
7	152353831
5	4335807
5	4254992
9	87131724
9	87257105
9	87257244
5	4256607
7	33052735
7	33053939
7	152777362
7	152777232
7	152777073
6	139879564
6	143132122
9	120747803
5	4254132
9	120748055
9	26715588
6	150526049
6	150525768
6	150465629
6	150524436
6	150523088
6	150524460
2	197592584
2	197591302
5	4254115
9	23540249
5	4257849
5	4257813
7	158948616
7	158945766
7	158945787
9	86408010
6	143865484
6	143869005
6	143859317
6	143868870
6	143871355
6	143871823
6	143871209
10	57999412
10	57999540
10	57997192
5	46428587
4	95598502
5	4767249
5	4766349
5	4766332
5	2795884
2	204427283
1	262458215
5	2805112
1	262457184
1	262457857
1	262456857
2	47511531
2	47555620
1	31243619
2	35272010
5	2805104
5	9120472
2	44263510
5	2795876
2	190159816
2	190159942
2	190160188
9	154892580
1	96623344
9	151150049
4	67948876
3	124636109
3	124643352
3	124643880
3	39746399
3	124643385
4	26512431
4	26613656
4	26613664
2	219801993
1	142709121
1	142709127
9	128098750
9	128093845
2	11762756
10	9370054
1	203590599
10	9380552
10	9371224
10	9371223
10	9402594
3	189900648
3	189986198
6	120659917
1	257808050
1	24584799
1	24585840
5	100071339
3	119640032
10	132964464
10	132964497
5	92355235
2	1041612
2	1036389
2	1141392
2	1141485
2	33076430
3	35662497
2	33078084
2	33075504
2	33075308
2	33076522
2	33075724
2	33076499
2	33178832
2	231206946
2	231206610
2	231206883
3	35666854
4	159726306
4	159726234
4	159757724
4	159829764
3	35665860
3	35665879
2	210787853
2	207840502
2	207831527
2	207839969
2	207832582
2	236409469
3	55156363
3	7974420
3	4680489
3	4712666
3	4679410
3	4679509
3	4722375
4	194216711
1	148450519
1	14098506
5	200778565
5	200871732
3	55155597
5	200771557
5	200826210
5	200825792
4	181726408
4	181727609
3	29969482
4	9852206
4	9854070
5	752316
3	29969888
5	663038
5	655460
5	662134
9	154762497
9	154781744
9	154784879
5	212173812
5	212168464
3	29978736
5	212172195
5	212172636
5	212171879
5	212172211
5	212171958
9	9812716
7	140232115
1	11481415
4	34019505
4	34019511
3	194042103
3	194041922
3	194009840
3	194009942
3	194010077
3	194009255
3	194010038
3	194041989
2	218588147
3	1544569
2	10369748
2	10368832
2	10344138
9	61298166
2	41007815
2	207160771
2	207160770
2	207160604
2	177274270
2	202158213
6	165353049
6	165402506
2	216686777
1	9989779
5	32848199
10	57119555
8	1145570
1	4292228
1	4306991
1	4308707
2	178227081
2	178262299
2	178262301
2	43558423
2	43558145
4	53961339
4	53959648
4	53965837
5	11784226
3	41742185
1	282796531
1	282788969
1	282791817
1	282790783
1	282749470
1	282749471
1	282745205
1	282745085
1	66794820
5	179024461
5	179010539
9	119198975
3	162065594
2	176469379
2	176469368
2	176470346
2	176470326
3	191766437
3	191682159
3	191773305
3	191766373
3	191762975
3	191681369
2	3016552
4	171126586
10	143394583
10	143394216
10	143502949
10	143502916
4	225980907
4	56860270
9	15993099
9	15993180
9	153158701
1	35743021
1	35737237
1	35736346
1	246550002
3	194256597
1	246548504
2	9001035
2	9014933
2	9001778
3	227824894
2	197221867
2	187823235
4	169007710
4	28346814
1	70427160
2	199703851
2	199696071
2	199696068
2	1281122
2	1187457
2	1317414
3	225305831
2	1288990
9	141372225
9	141388939
9	141322430
1	8946275
1	8974234
1	8944033
6	147024238
6	147024676
3	225341030
6	146973183
8	102655497
8	102536858
8	102536062
8	164618189
5	31825985
4	36516253
4	36517049
3	190455182
1	253303473
1	253276753
9	83964389
10	80671915
10	80737645
1	27645479
10	80718769
10	80718880
10	42881186
2	2785992
2	2806194
2	2806910
1	6196499
1	6198856
1	6195492
1	6234278
1	6220407
2	27892288
1	6234957
1	6193258
1	6220779
2	27834838
1	6217602
1	6200972
1	6236377
1	6198637
1	6198631
1	6201190
2	229478237
2	229479599
2	229478174
2	27810298
2	229414096
3	1554959
3	1552936
2	13284486
2	13308210
2	13308222
9	124040423
9	124038005
9	124028957
9	124028976
9	124031491
9	124031605
2	58591325
2	58592645
2	58587149
10	80578849
1	7966192
1	7966195
8	167282794
8	167282483
8	167282648
1	191857236
1	191857121
1	191858706
2	234722418
2	234722699
2	234723400
2	234722531
2	234723523
2	233794910
4	128855433
2	233796274
9	106728508
9	106741646
9	106741537
4	184937961
4	184936576
5	59995961
5	59995577
5	59995829
5	59995481
5	60032222
4	209798220
4	209798113
